"created_at","id","id_str","text","truncated","entities:hashtags:text","entities:hashtags:indices","entities:symbols","entities:user_mentions","entities:urls:url","entities:urls:expanded_url","entities:urls:display_url","entities:urls:indices","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang"
"Sun Mar 31 22:07:58 +0000 2019",1112476658857136129,"1112476658857136129","RT @HaydenTrilliams: Comedy is the first thing to be sacrificed on the altar of political correctness. 

Universities have become ground ze…",FALSE,NA,NA,"()","((screen_name . HaydenTrilliams) (name . Hayden Williams) (id . 1098867445891194880) (id_str . 1098867445891194880) (indices . #(3 19)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,29130027,"29130027","Cat","papascat","Ohio, USA","",NA,"()",FALSE,74,389,0,"Mon Apr 06 02:54:32 +0000 2009",6591,NA,NA,FALSE,FALSE,1816,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1106343611522789376/jUYKFfC4_normal.jpg","https://pbs.twimg.com/profile_images/1106343611522789376/jUYKFfC4_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,1,0,FALSE,FALSE,NA,"en"
"Sun Mar 31 22:07:58 +0000 2019",1112476658634760193,"1112476658634760193","RT @IMDb: #10ThingsIHateAboutYou was released 20 years ago today.  Here's a look back at teenage romantic comedy starring #JuliaStiles, #He…",FALSE,"10ThingsIHateAboutYou","10","()","((screen_name . IMDb) (name . IMDb) (id . 17602896) (id_str . 17602896) (indices . #(3 8)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,51036493,"51036493","Deborah Mooney","weedobbles","Scotland, United Kingdom","",NA,"()",FALSE,1099,4996,13,"Fri Jun 26 12:26:18 +0000 2009",35225,NA,NA,TRUE,FALSE,11366,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/318859895/014_normal.JPG","https://pbs.twimg.com/profile_images/318859895/014_normal.JPG","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,23,0,FALSE,FALSE,NA,"en"
"Sun Mar 31 22:07:57 +0000 2019",1112476651781275648,"1112476651781275648","@robdelaney The titular song is surely one of the best he’s ever done. Please don’t die as well. I *whispers* like… https://t.co/VlYnr3M8Lp",TRUE,NA,NA,"()","((screen_name . robdelaney) (name . rob delaney) (id . 22084427) (id_str . 22084427) (indices . #(0 11)))","https://t.co/VlYnr3M8Lp","https://twitter.com/i/web/status/1112476651781275648","twitter.com/i/web/status/1…","116","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1112390369793200129,"1112390369793200129",22084427,"22084427","robdelaney",60398969,"60398969","Flavia F.","misss_ff","Rome","🌑 MOOD spelled backwards says DOOM 🌑 
I like art books https://t.co/kXSBs2NWAw","https://t.co/Fl1xTaTIpB","((url . https://t.co/kXSBs2NWAw) (expanded_url . https://www.instagram.com/art.books.collector/M8) (display_url . instagram.com/art.books.coll…) (indices . #(55 78)))",FALSE,502,346,37,"Sun Jul 26 21:17:29 +0000 2009",22785,NA,NA,TRUE,FALSE,21865,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/443478786219057152/fUPjuNEA_normal.jpeg","https://pbs.twimg.com/profile_images/443478786219057152/fUPjuNEA_normal.jpeg","FF000D","FF0004","000000","4F4F4F",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,NA,"en"
"Sun Mar 31 22:07:51 +0000 2019",1112476628632985600,"1112476628632985600","RT @princesscinemas: Perfect description for #WomenAtWar, opening with us on April 5th.

""Woman at War is an environmental drama wrapped in…",FALSE,"WomenAtWar","45","()","((screen_name . princesscinemas) (name . Princess Cinemas) (id . 127950405) (id_str . 127950405) (indices . #(3 19)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NA,NA,NA,NA,NA,1566929143,"1566929143","Dr. EJ O'Dell","emilyjodell","Occupied Long Tidal River","Resident Fellow in Islamic Law at Yale Law School & Editor of Harvard Law's SHARIAsource | Writing @NYTimes @Salon @NPR @HuffPost @AJEnglish @csmonitor @CfWiJ","https://t.co/hNY1roDEYi","()",FALSE,13041,11521,280,"Wed Jul 03 23:33:34 +0000 2013",47809,NA,NA,FALSE,FALSE,103293,"en",FALSE,FALSE,FALSE,"DEADCC","http://abs.twimg.com/images/themes/theme17/bg.gif","https://abs.twimg.com/images/themes/theme17/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/1112425206998597633/zRlcW5AK_normal.png","https://pbs.twimg.com/profile_images/1112425206998597633/zRlcW5AK_normal.png","9C3B79","000000","E6F6F9","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,1,0,FALSE,FALSE,NA,"en"
"Sun Mar 31 22:07:51 +0000 2019",1112476627840057345,"1112476627840057345","@iamToddyTickles @BlueJays Just stick to hockey tweets.....or comedy.....maybe knitting? You are good at getting To… https://t.co/VSBKvjL924",TRUE,NA,NA,"()","((screen_name . iamToddyTickles) (name . Todd M Shapiro) (id . 68958300) (id_str . 68958300) (indices . #(0 16)))","https://t.co/VSBKvjL924","https://twitter.com/i/web/status/1112476627840057345","twitter.com/i/web/status/1…","117","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1112467795571171328,"1112467795571171328",68958300,"68958300","iamToddyTickles",79505272,"79505272","Brandon Hlynsky","BrandonHlynsky","Mississauga, Ont","I make teeth. I play sports. I'm just a guy tweeting my thoughts and views on everything and anything.",NA,"()",FALSE,180,587,4,"Sat Oct 03 16:34:27 +0000 2009",395,NA,NA,FALSE,FALSE,2396,"en",FALSE,FALSE,FALSE,"C6E2EE","http://abs.twimg.com/images/themes/theme9/bg.gif","https://abs.twimg.com/images/themes/theme9/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/449033001318772736/uaczuN1R_normal.jpeg","https://pbs.twimg.com/profile_images/449033001318772736/uaczuN1R_normal.jpeg","D61515","000000","E8BA5D","050105",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,NA,"en"
"Sun Mar 31 22:07:49 +0000 2019",1112476618478575616,"1112476618478575616","The OU Women's Comedy Show is this Friday! Come see sketches, standup and improv (obviously) ft. the ladies of Blac… https://t.co/SZUMdfmMpo",TRUE,NA,NA,"()","()","https://t.co/SZUMdfmMpo","https://twitter.com/i/web/status/1112476618478575616","twitter.com/i/web/status/1…","117","en","recent","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",NA,NA,NA,NA,NA,16507664,"16507664","Black Sheep Improv","BlackSheepOU","Athens, OH","We are Ohio University's Improv Comedy Group!  Thursday's at 9 PM in Baker Center Theater. FREE SHOWS! Come laugh with us!",NA,"()",FALSE,937,406,24,"Mon Sep 29 04:16:23 +0000 2008",305,NA,NA,TRUE,FALSE,1103,"en",FALSE,FALSE,FALSE,"9AE4E8","http://abs.twimg.com/images/themes/theme16/bg.gif","https://abs.twimg.com/images/themes/theme16/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/1091390277137383426/qw5CHhGD_normal.jpg","https://pbs.twimg.com/profile_images/1091390277137383426/qw5CHhGD_normal.jpg","0084B4","FFFFFF","DDFFCC","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Sun Mar 31 22:07:49 +0000 2019",1112476617291558913,"1112476617291558913","@ClareQualmann I am so excited! Chips + walking: Wonderful! Two things I love! I now also have images swirling arou… https://t.co/k8z2zeJgCS",TRUE,NA,NA,"()","((screen_name . ClareQualmann) (name . Clare Qualmann) (id . 2811302638) (id_str . 2811302638) (indices . #(0 14)))","https://t.co/k8z2zeJgCS","https://twitter.com/i/web/status/1112476617291558913","twitter.com/i/web/status/1…","117","en","recent","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1112474168145129472,"1112474168145129472",2811302638,"2811302638","ClareQualmann",247987909,"247987909","Dr. Sophie Kromholz","TenderComplaint","Limbs wandering, Heart Glasgow","Creative Researcher, Communicator, Facilitator | Maker: writes & illustrates here and there | Have critical ideas, will travel.","https://t.co/9D9yy1stek","()",FALSE,559,554,15,"Sun Feb 06 00:54:32 +0000 2011",3433,NA,NA,TRUE,FALSE,2818,"en",FALSE,FALSE,FALSE,"C924AB","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/817619940840771584/exUT7ugA_normal.jpg","https://pbs.twimg.com/profile_images/817619940840771584/exUT7ugA_normal.jpg","CF5F23","000000","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Sun Mar 31 22:07:46 +0000 2019",1112476608194117643,"1112476608194117643","I had a ball performing at Nookey Moore 5 year Cancer Free Comedy show lastnight. It was Packed! Some people that w… https://t.co/n3Vr0eQR5b",TRUE,NA,NA,"()","()","https://t.co/n3Vr0eQR5b","https://twitter.com/i/web/status/1112476608194117643","twitter.com/i/web/status/1…","117","en","recent","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",NA,NA,NA,NA,NA,310830786,"310830786","COMEDIANBLACKERNIE","LAUGHNOW716","","COMEDIAN, ACTOR, HOST, who toured and opened up for Mike epps, Henry Welch, Bruce Bruce, Sheryl Underwoods, Corey holcomb & Smokey Squarez.
Movie I'm in:: PURE","https://t.co/EllZkqH8fV","()",FALSE,821,423,5,"Sat Jun 04 12:33:05 +0000 2011",70,NA,NA,TRUE,FALSE,11092,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/2476034560/Ha448dKX_normal","https://pbs.twimg.com/profile_images/2476034560/Ha448dKX_normal","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Sun Mar 31 22:07:46 +0000 2019",1112476606650560513,"1112476606650560513","treat yo self https://t.co/jnG6tdhZI4 #funny #meme #comedy",FALSE,"funny","38","()","()",NA,NA,NA,NA,"en","recent","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,2493249480,"2493249480","Trolling Derper","TrollingDerper","","They see me trolliiiing, they hatiiiiing",NA,"()",FALSE,56,132,0,"Tue May 13 17:01:57 +0000 2014",20,NA,NA,FALSE,FALSE,885,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/559118984084074496/g4ZjTwjp_normal.png","https://pbs.twimg.com/profile_images/559118984084074496/g4ZjTwjp_normal.png","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,FALSE,"en"
"Sun Mar 31 22:07:46 +0000 2019",1112476606243717120,"1112476606243717120","RT @THR: The teenage romantic comedy #10ThingsIHateAboutYou – starring @MissJuliaStiles and the late Heath Ledger – was released 20 years a…",FALSE,"10ThingsIHateAboutYou","37","()","((screen_name . THR) (name . Hollywood Reporter) (id . 17446621) (id_str . 17446621) (indices . #(3 7)))",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,2907512578,"2907512578","alba.","albitalbb","","my mind is a obsessed with the things that cause my stress.","https://t.co/MsCPUk8wtE","()",FALSE,589,728,10,"Sat Dec 06 08:55:48 +0000 2014",12202,NA,NA,TRUE,FALSE,48710,"es",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1092056315583696896/kCrBXUI5_normal.jpg","https://pbs.twimg.com/profile_images/1092056315583696896/kCrBXUI5_normal.jpg","89C9FA","000000","000000","000000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,673,0,FALSE,FALSE,NA,"en"
