"created_at","id","id_str","text","truncated","entities:hashtags:text","entities:hashtags:indices","entities:symbols","entities:user_mentions","entities:urls","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_banner_url","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","lang"
"Mon Apr 01 17:12:34 +0000 2019",1112764704995401729,"1112764704995401729","RT @YannisLBJMA: Soccer ??

pélo t'as grandi à Bron pas à Compton
https://t.co/6kUTWHMWMy",FALSE,NA,NA,"()","((screen_name . YannisLBJMA) (name . .) (id . 837771676167340033) (id_str . 837771676167340033) (indices . #(3 15)))","((url . https://t.co/6kUTWHMWMy) (expanded_url . https://twitter.com/Benzema/status/1112475838140813315) (display_url . twitter.com/Benzema/status…) (indices . #(66 89)))","fr","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,2894943957,"2894943957","Thomas","Thomas_v79","Niort, France","E",NA,"()",FALSE,204,231,8,"Thu Nov 27 18:48:08 +0000 2014",6391,NA,NA,FALSE,FALSE,14758,"fr",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1058150149149601792/SRBaOSGB_normal.jpg","https://pbs.twimg.com/profile_images/1058150149149601792/SRBaOSGB_normal.jpg","https://pbs.twimg.com/profile_banners/2894943957/1540926937","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,347,0,FALSE,FALSE,"fr"
"Mon Apr 01 17:12:33 +0000 2019",1112764702042525696,"1112764702042525696","RT @Ga_Revolution: So let’s sum up what happened this weekend!!🏆🙌🏼
Revs Reserves win their game 5-1 to clinch the Division 1 @adasl_soccer…",FALSE,NA,NA,"()","((screen_name . Ga_Revolution) (name . Georgia Revolution FC) (id . 246581569) (id_str . 246581569) (indices . #(3 17)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,721756944936091652,"721756944936091652","GA Revs Español","Espanol_GARevs","McDonough, GA","Georgia Revolution FC es un equipo de Fútbol Semi-Pro y miembro de la liga NPSL. Los partidos se juegan en Henry County, GA","https://t.co/142YFMWhw3","()",FALSE,109,307,0,"Sun Apr 17 17:47:20 +0000 2016",1354,NA,NA,FALSE,FALSE,1086,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/721758484551901185/Q_bKmYF1_normal.jpg","https://pbs.twimg.com/profile_images/721758484551901185/Q_bKmYF1_normal.jpg","https://pbs.twimg.com/profile_banners/721756944936091652/1460915694","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,3,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:31 +0000 2019",1112764693821579270,"1112764693821579270","RT @CoachFore: This just might be the greatest thing, nope, this IS the greatest thing I’ve ever seen on a soccer field!!! https://t.co/pmB…",FALSE,NA,NA,"()","((screen_name . CoachFore) (name . Chris Fore, MA, CAA) (id . 297195923) (id_str . 297195923) (indices . #(3 13)))","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,954408468,"954408468","Jerald Pierucci","forceuser64","","Son of God, Husband, Dad, Coach",NA,"()",FALSE,604,242,15,"Sat Nov 17 22:16:28 +0000 2012",12319,NA,NA,TRUE,FALSE,8707,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/932033835239325696/G0XQD3eV_normal.jpg","https://pbs.twimg.com/profile_images/932033835239325696/G0XQD3eV_normal.jpg","https://pbs.twimg.com/profile_banners/954408468/1432067151","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,TRUE,5,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:31 +0000 2019",1112764693536366592,"1112764693536366592","@ghost_rooney @SJDoerr @jonbakero7 @PHXRisingFC @USLChampionship This, while true, reads like a soccer words madlib",FALSE,NA,NA,"()","((screen_name . ghost_rooney) (name . The Ghost Of Luke Rooney) (id . 1007103568111796224) (id_str . 1007103568111796224) (indices . #(0 13)))","()","en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1112764216644034560,"1112764216644034560",1007103568111796224,"1007103568111796224","ghost_rooney",884707518345134080,"884707518345134080","ᄂӨЦᄃIƬY ПΛƬIӨП","PhxRisingNation","Flavortown","100% 🍆🌽  ||  as seen on @loucityfanshow  ||  not an actual country","https://t.co/Ws6lw7iy09","()",FALSE,602,175,6,"Tue Jul 11 09:34:44 +0000 2017",26164,NA,NA,FALSE,FALSE,9633,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1112628136603078656/fA9Z-ani_normal.jpg","https://pbs.twimg.com/profile_images/1112628136603078656/fA9Z-ani_normal.jpg","https://pbs.twimg.com/profile_banners/884707518345134080/1554106120","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:30 +0000 2019",1112764687647674371,"1112764687647674371","Malmo FF vs BK Hacken Soccer [HD] Live Stream - 01-Apr - Sweden Allsvenskan https://t.co/OzdzuNeqrt",FALSE,NA,NA,"()","()","((url . https://t.co/OzdzuNeqrt) (expanded_url . http://sportspaandu.com/2019/04/Malmo-FF-vs-BK-Hacken-Soccer-Live-Stream-01-Apr-Sweden-Allsvenskan) (display_url . sportspaandu.com/2019/04/Malmo-…) (indices . #(76 99)))","sv","recent","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,1107579792893722624,"1107579792893722624","franklin","frankli45089379","","",NA,"()",FALSE,2,13,0,"Mon Mar 18 09:49:35 +0000 2019",0,NA,NA,FALSE,FALSE,1702,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1107893536744067077/9MTjL8cg_normal.png","https://pbs.twimg.com/profile_images/1107893536744067077/9MTjL8cg_normal.png",NA,"1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"sv"
"Mon Apr 01 17:12:30 +0000 2019",1112764686326358017,"1112764686326358017","We still have that warm fuzzy feeling in our hearts now that @okcpoliceathleticleague Soccer Leauge started this pa… https://t.co/6tsyngUFqQ",TRUE,NA,NA,"()","()","((url . https://t.co/6tsyngUFqQ) (expanded_url . https://twitter.com/i/web/status/1112764686326358017) (display_url . twitter.com/i/web/status/1…) (indices . #(117 140)))","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,988412573249953792,"988412573249953792","The Futbol Factory_OK","TheFFOK","Oklahoma City, OK","⚽️📲Your headquarters for Oklahoma Futbol training and news! #OKCSoccer #OKCFutbol #OKCSoccerCommunity #EmpoweringOurYouthThroughSoccer","https://t.co/zT2otNhshE","()",FALSE,518,3151,0,"Mon Apr 23 13:41:36 +0000 2018",2832,NA,NA,TRUE,FALSE,1582,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1003414601034280961/HviAA8W9_normal.jpg","https://pbs.twimg.com/profile_images/1003414601034280961/HviAA8W9_normal.jpg","https://pbs.twimg.com/profile_banners/988412573249953792/1533058114","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:29 +0000 2019",1112764684485177346,"1112764684485177346","Geloof mij: Moise Kean gaat een topspeler worden in zowel Italië als in Europa./Mark my words: Moise Kean becomes a… https://t.co/MnEOppuGld",TRUE,NA,NA,"()","()","((url . https://t.co/MnEOppuGld) (expanded_url . https://twitter.com/i/web/status/1112764684485177346) (display_url . twitter.com/i/web/status/1…) (indices . #(117 140)))","nl","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,1007488375606169600,"1007488375606169600","Devin ter Haar","MeneerDevin","","A big Juventus fan! I love soccer and photography.",NA,"()",FALSE,2,36,0,"Fri Jun 15 05:02:01 +0000 2018",4,NA,NA,FALSE,FALSE,17,"nl",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1059529274942808064/V7VKBiSm_normal.jpg","https://pbs.twimg.com/profile_images/1059529274942808064/V7VKBiSm_normal.jpg","https://pbs.twimg.com/profile_banners/1007488375606169600/1541446498","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"nl"
"Mon Apr 01 17:12:29 +0000 2019",1112764684137123841,"1112764684137123841","RT @NutmegRadio: It is more expensive to watch the USMNT than world champions France.  https://t.co/7fAL1SeyRd",FALSE,NA,NA,"()","((screen_name . NutmegRadio) (name . Miriti Murungi) (id . 68542597) (id_str . 68542597) (indices . #(3 15)))","((url . https://t.co/7fAL1SeyRd) (expanded_url . https://www.theguardian.com/football/2019/mar/27/usmnt-ticket-prices-soccer-usa-chile) (display_url . theguardian.com/football/2019/…) (indices . #(87 110)))","en","recent","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NA,NA,NA,NA,NA,427515851,"427515851","Samuel Oakford","samueloakford","NYC","last: investigator @Airwars. work: @irinnews @theintercept @POLITICOMag, @ForeignPolicy, @nytimes. old: UN @vicenews |  samueloakford@protonmail.com",NA,"()",FALSE,19810,3505,751,"Sat Dec 03 16:37:42 +0000 2011",60808,NA,NA,TRUE,TRUE,51637,"en",FALSE,FALSE,FALSE,"DBE9ED","http://abs.twimg.com/images/themes/theme10/bg.gif","https://abs.twimg.com/images/themes/theme10/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/968227906638901248/BFuKpfSt_normal.jpg","https://pbs.twimg.com/profile_images/968227906638901248/BFuKpfSt_normal.jpg","https://pbs.twimg.com/profile_banners/427515851/1410726587","1B95E0","FFFFFF","7AC3EE","3D1957",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"regular",NA,NA,NA,NA,FALSE,6,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:27 +0000 2019",1112764673928105985,"1112764673928105985","Orlando City Soccer Club Sponsorship https://t.co/NbDIn1Y5Z2",FALSE,NA,NA,"()","()","((url . https://t.co/NbDIn1Y5Z2) (expanded_url . http://bit.ly/2Vb3cu6) (display_url . bit.ly/2Vb3cu6) (indices . #(37 60)))","en","recent","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",NA,NA,NA,NA,NA,30926455,"30926455","Ramiro Ruiz","Heat2daCore","Ramiro's World","",NA,"()",FALSE,96,285,1,"Mon Apr 13 18:43:16 +0000 2009",90,NA,NA,TRUE,FALSE,1591,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/549612208230248448/wRd8HnFE_normal.jpeg","https://pbs.twimg.com/profile_images/549612208230248448/wRd8HnFE_normal.jpeg","https://pbs.twimg.com/profile_banners/30926455/1458092923","0084B4","C0DEED","DDEEF6","333333",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:24 +0000 2019",1112764664771862529,"1112764664771862529","◆ 파트 3, 4 패러프레이즈
★★ 시장 mayor = government official 정부 관리[공무원] = city official 시 공무원 = a local politician 지역 정치가
app… https://t.co/fQhp0v5Wud",TRUE,NA,NA,"()","()","((url . https://t.co/fQhp0v5Wud) (expanded_url . https://twitter.com/i/web/status/1112764664771862529) (display_url . twitter.com/i/web/status/1…) (indices . #(117 140)))","ko","recent","<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",NA,NA,NA,NA,NA,167913732,"167913732","최진호, 토익 만점강사","toeicguru","Seoul","토익 80회 만점강사 토익과외 문의 카톡: toeicguru  문자: 010-4925-2462","http://t.co/VYKT9ZtNol","()",FALSE,267,145,4,"Sat Jul 17 21:41:32 +0000 2010",40,NA,NA,FALSE,FALSE,69955,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/800421970382684161/KJpxcn4x_normal.jpg","https://pbs.twimg.com/profile_images/800421970382684161/KJpxcn4x_normal.jpg","https://pbs.twimg.com/profile_banners/167913732/1400140064","0084B4","C0DEED","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"ko"
"Mon Apr 01 17:12:21 +0000 2019",1112764648531603456,"1112764648531603456","@rmcfhawaii Say it louder sis 😁 we LOVE soccer",FALSE,NA,NA,"()","((screen_name . rmcfhawaii) (name . KB9 SAID SOCCER SO I SAY SOCCER) (id . 941846218438721536) (id_str . 941846218438721536) (indices . #(0 11)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1112764258620575744,"1112764258620575744",941846218438721536,"941846218438721536","rmcfhawaii",2267737440,"2267737440","Kris💍","thomasxtoni","","|FC Bayern München|Thomas Müller|Toni Kroos|",NA,"()",FALSE,3644,843,56,"Sun Dec 29 18:22:28 +0000 2013",302361,NA,NA,FALSE,FALSE,69124,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/1104845927880237056/21iQ6WQc_normal.jpg","https://pbs.twimg.com/profile_images/1104845927880237056/21iQ6WQc_normal.jpg","https://pbs.twimg.com/profile_banners/2267737440/1553269285","ABB8C2","FFFFFF","DDEEF6","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"regular",NA,NA,NA,NA,FALSE,0,2,FALSE,FALSE,"en"
"Mon Apr 01 17:12:19 +0000 2019",1112764640377925637,"1112764640377925637","Demand high for indoor soccer and beer complex in West Sac https://t.co/bvs8A3HeJl https://t.co/YmoWk6Whao",FALSE,NA,NA,"()","()","((url . https://t.co/bvs8A3HeJl) (expanded_url . http://bit.ly/2JS4FEm) (display_url . bit.ly/2JS4FEm) (indices . #(59 82)))","en","recent","<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",NA,NA,NA,NA,NA,14749520,"14749520","kcranews","kcranews","Sacramento, CA","Northern California breaking news weather and sports","https://t.co/3ad52b9O3R","()",FALSE,224939,653,1639,"Mon May 12 20:48:16 +0000 2008",357,NA,NA,TRUE,TRUE,222545,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/970546652158205952/Umm15zX3_normal.jpg","https://pbs.twimg.com/profile_images/970546652158205952/Umm15zX3_normal.jpg","https://pbs.twimg.com/profile_banners/14749520/1520218545","0000FF","FFFFFF","E0E0E0","000000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:16 +0000 2019",1112764629988634624,"1112764629988634624","RT @devitopapi: How I’m trynna to be all summer long ! https://t.co/vvjwUuUxMR",FALSE,NA,NA,"()","((screen_name . devitopapi) (name . AMOSC: DEVITOPAPI) (id . 2246836182) (id_str . 2246836182) (indices . #(3 14)))","()","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,498398935,"498398935","Alexis Marquez","Soccer_timee","","family never dies | T💕|",NA,"()",FALSE,778,754,6,"Tue Feb 21 00:57:17 +0000 2012",58162,NA,NA,TRUE,FALSE,88706,"en",FALSE,FALSE,FALSE,"1A1B1F","http://abs.twimg.com/images/themes/theme9/bg.gif","https://abs.twimg.com/images/themes/theme9/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/1109926658688077825/6Lo4c3q1_normal.jpg","https://pbs.twimg.com/profile_images/1109926658688077825/6Lo4c3q1_normal.jpg","https://pbs.twimg.com/profile_banners/498398935/1553797428","2FC2EF","181A1E","252429","666666",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,1684,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:15 +0000 2019",1112764625672695808,"1112764625672695808","【サッカー】【悲報】レアル監督のジダンさん…、息子をスタメンとして起用した結果ｗｗｗｗ →つづきhttps://t.co/2fohIOXqBN　byサッカー最新トレンド #Jリーグ https://t.co/AJXh6EU2di",FALSE,"Jリーグ","85","()","()","((url . https://t.co/2fohIOXqBN) (expanded_url . http://soccer.olympictokyo2020.jpn.com/?p=106795) (display_url . soccer.olympictokyo2020.jpn.com/?p=106795) (indices . #(48 71)))","ja","recent","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NA,NA,NA,NA,NA,723904083308896256,"723904083308896256","サッカー最新トレンド","picupnews2","","サッカーに関する旬なニュースをまとめてつぶやきます。みんなで日本サッカーを応援しましょう！
#サッカー,#Jリーグ","https://t.co/pHn9w1FmK2","()",FALSE,1126,1685,1,"Sat Apr 23 15:59:17 +0000 2016",0,NA,NA,FALSE,FALSE,85315,"ja",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/982991808606031878/LKIQHRR1_normal.jpg","https://pbs.twimg.com/profile_images/982991808606031878/LKIQHRR1_normal.jpg","https://pbs.twimg.com/profile_banners/723904083308896256/1523198471","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"ja"
"Mon Apr 01 17:12:15 +0000 2019",1112764624192053249,"1112764624192053249","Toronto Muslims want soccer played by sharia rules https://t.co/AMB7tWaOrY https://t.co/dTmgwgt0cZ",FALSE,NA,NA,"()","()","((url . https://t.co/AMB7tWaOrY) (expanded_url . http://www.youtube.com/watch?feature=player_embedded&v=Q_jo1H2egj8) (display_url . youtube.com/watch?feature=…) (indices . #(51 74)))","en","recent","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",NA,NA,NA,NA,NA,206819366,"206819366","NewWestCity","NewWestCity","News Network","World News","https://t.co/QnN68Zpkvv","()",FALSE,273,796,7,"Sat Oct 23 20:12:46 +0000 2010",26,NA,NA,FALSE,FALSE,9431,"en",FALSE,FALSE,FALSE,"131516","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/1112530286904897536/IAIlI397_normal.png","https://pbs.twimg.com/profile_images/1112530286904897536/IAIlI397_normal.png","https://pbs.twimg.com/profile_banners/206819366/1552788861","1B95E0","FFFFFF","DDEEF6","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Mon Apr 01 17:12:14 +0000 2019",1112764623181107200,"1112764623181107200","Orlando City Soccer Club Sponsorship https://t.co/LditGNGbMJ",FALSE,NA,NA,"()","()","((url . https://t.co/LditGNGbMJ) (expanded_url . http://bit.ly/2CKIiL6) (display_url . bit.ly/2CKIiL6) (indices . #(37 60)))","en","recent","<a href=""http://dynamicsignal.com/"" rel=""nofollow"">Dynamic Signal</a>",NA,NA,NA,NA,NA,30926455,"30926455","Ramiro Ruiz","Heat2daCore","Ramiro's World","",NA,"()",FALSE,96,285,1,"Mon Apr 13 18:43:16 +0000 2009",90,NA,NA,TRUE,FALSE,1591,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/549612208230248448/wRd8HnFE_normal.jpeg","https://pbs.twimg.com/profile_images/549612208230248448/wRd8HnFE_normal.jpeg","https://pbs.twimg.com/profile_banners/30926455/1458092923","0084B4","C0DEED","DDEEF6","333333",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
